id|input|aspect|context|sentiment
1511|место|Whole|Являясь с другом, большими поклонниками итальянской кухни, не могли не посетить данное место.|neutral
1511|девушка|Service|Был будний день, на входе нас встретила замученная девушка, сказав что мест нету... оглядевшись и правда все столики были заняты.|negative
1511|паст|Food|Меню...несколько заламинированных листочков: очень много паст, пицц, и мало салатов и закусок.|positive
1511|пицц|Food|Меню...несколько заламинированных листочков: очень много паст, пицц, и мало салатов и закусок.|positive
1511|салатов|Food|Меню...несколько заламинированных листочков: очень много паст, пицц, и мало салатов и закусок.|negative
1511|закусок|Food|Меню...несколько заламинированных листочков: очень много паст, пицц, и мало салатов и закусок.|negative
1511|итальянской кухне|Food|Не разбирающемуся в итальянской кухне человеку, будет очень трудно его понять.|neutral
1511|вина|Food|Очень маленький выбор вина.|negative
1511|Официант|Service|Официант подошел довольно быстро, принял заказ.|positive
1511|Напитки|Food|Напитки тоже подали быстро.|positive
1511|Кофе капуччино|Food|Кофе капуччино, в большой кружке, очень хорош, шампанское не плохое.|positive
1511|шампанское|Food|Кофе капуччино, в большой кружке, очень хорош, шампанское не плохое.|positive
1511|Кухня|Food|Кухня... нам не понравилась.|negative
1511|ресторанами|Whole|Не буду вдаваться в подробности По сравнению с другими итальянскими ресторанами, где мы кушали(пробка групп, итали групп) вообще не сравнимо.|positive
1511|кушали|Food|Не буду вдаваться в подробности По сравнению с другими итальянскими ресторанами, где мы кушали(пробка групп, итали групп) вообще не сравнимо.|positive
1511|цена|Price|Но с другой стороны цена соответствует качеству.|positive
9036|ресторан|Whole|На прошлой недели удалось таки сходить в этот ресторан.|neutral
9036|встретил|Service|У входа встретил приветливый гардеробщик, хотя было достаточно тепло, и его присутствие меня удивило, обычно с наступлением тепла они исчезают, как вид.. Тут нет.|positive
9036|гардеробщик|Service|У входа встретил приветливый гардеробщик, хотя было достаточно тепло, и его присутствие меня удивило, обычно с наступлением тепла они исчезают, как вид.. Тут нет.|positive
9036|девушка|Service|Милая девушка проводила в зал для курящих.|positive
9036|официант|Service|Сели за стол, подошел официант, вежливый и услужливый молодой человек.|positive
9036|молодой человек|Service|Сели за стол, подошел официант, вежливый и услужливый молодой человек.|positive
9036|официант|Service|В зале работали кондиционеры, и было немного прохладно, для меня, официант увидев мой дискомфорт предложил плед.|positive
9036|"салат из их меню с ""семгой горячего копчения"""|Food|"Заказывали салат из их меню с ""семгой горячего копчения"", очень понравилось, просто восторг, а еще была хлебная тарелка - вот тут я поняла, как мало надо человеку для счастья, свежайший, теплый хлеб источал божественный аромат, да и вкус не подвел."|positive
9036|хлебная тарелка|Food|"Заказывали салат из их меню с ""семгой горячего копчения"", очень понравилось, просто восторг, а еще была хлебная тарелка - вот тут я поняла, как мало надо человеку для счастья, свежайший, теплый хлеб источал божественный аромат, да и вкус не подвел."|positive
9036|хлеб|Food|"Заказывали салат из их меню с ""семгой горячего копчения"", очень понравилось, просто восторг, а еще была хлебная тарелка - вот тут я поняла, как мало надо человеку для счастья, свежайший, теплый хлеб источал божественный аромат, да и вкус не подвел."|positive
9036|вкус|Food|"Заказывали салат из их меню с ""семгой горячего копчения"", очень понравилось, просто восторг, а еще была хлебная тарелка - вот тут я поняла, как мало надо человеку для счастья, свежайший, теплый хлеб источал божественный аромат, да и вкус не подвел."|positive
9036|Горячее|Food|"Горячее брать не стали, а вот от десерта отказатся не смогли, брали ""два шоколада"" - я влюбилась в этот шедевр."|neutral
9036|десерта|Food|"Горячее брать не стали, а вот от десерта отказатся не смогли, брали ""два шоколада"" - я влюбилась в этот шедевр."|positive
9036|два шоколада|Food|"Горячее брать не стали, а вот от десерта отказатся не смогли, брали ""два шоколада"" - я влюбилась в этот шедевр."|positive
9036|кофе|Food|Всем советую, попробуйте с чашкой кофе - просто нет слов как вкусно.|positive
9036|ресторан|Whole|В целом ресторан очень понравился, атмосфера уютная, кухня очень вкусная, и достаточно быстрое обслуживание.|positive
9036|атмосфера|Interior|В целом ресторан очень понравился, атмосфера уютная, кухня очень вкусная, и достаточно быстрое обслуживание.|positive
9036|кухня|Food|В целом ресторан очень понравился, атмосфера уютная, кухня очень вкусная, и достаточно быстрое обслуживание.|positive
9036|обслуживание|Service|В целом ресторан очень понравился, атмосфера уютная, кухня очень вкусная, и достаточно быстрое обслуживание.|positive
27841|кофе|Food|Первый раз зашла случайно, хотелось кофе попить...Сразу было очарована обслуживающим персоналом: встречают так, как будто ждали именно тебя и очень рады визиту.|neutral
27841|обслуживающим персоналом|Service|Первый раз зашла случайно, хотелось кофе попить...Сразу было очарована обслуживающим персоналом: встречают так, как будто ждали именно тебя и очень рады визиту.|positive
27841|Кофе|Food|Кофе вкусное, тортики отменные.|positive
27841|тортики|Food|Кофе вкусное, тортики отменные.|positive
27841|пивка|Food|Потом несколько раз заходили с друзьями, посидеть, выпить пивка.|neutral
27841|пива|Food|Выбор пива небольшой, но это нормально все-таки это больше кондитерская...Хотя все нашли себе напиток по вкусу, есть и Тиммерманс и Невское.|negative
27841|кондитерская|Whole|Выбор пива небольшой, но это нормально все-таки это больше кондитерская...Хотя все нашли себе напиток по вкусу, есть и Тиммерманс и Невское.|neutral
27841|напиток|Food|Выбор пива небольшой, но это нормально все-таки это больше кондитерская...Хотя все нашли себе напиток по вкусу, есть и Тиммерманс и Невское.|positive
27841|Тиммерманс|Food|Выбор пива небольшой, но это нормально все-таки это больше кондитерская...Хотя все нашли себе напиток по вкусу, есть и Тиммерманс и Невское.|positive
27841|Невское|Food|Выбор пива небольшой, но это нормально все-таки это больше кондитерская...Хотя все нашли себе напиток по вкусу, есть и Тиммерманс и Невское.|positive
27841|закусочки|Food|Очень понравились закусочки: и жаренные крылышки, и особенно кальмары.|positive
27841|жаренные крылышки|Food|Очень понравились закусочки: и жаренные крылышки, и особенно кальмары.|positive
27841|кальмары|Food|Очень понравились закусочки: и жаренные крылышки, и особенно кальмары.|positive
27841|колечками лука|Food|Их подают еще и с колечками лука.|neutral
27841|соуса|Food|Правда без соуса, в меню мы соуса тоже не обнаружили, но приветливая девушка-официантка на наш вопрос о соусе, предложила 2 вида и сразу же принесла.|negative
27841|соуса|Food|Правда без соуса, в меню мы соуса тоже не обнаружили, но приветливая девушка-официантка на наш вопрос о соусе, предложила 2 вида и сразу же принесла.|negative
27841|девушка-официантка|Service|Правда без соуса, в меню мы соуса тоже не обнаружили, но приветливая девушка-официантка на наш вопрос о соусе, предложила 2 вида и сразу же принесла.|positive
27841|соусе|Food|Правда без соуса, в меню мы соуса тоже не обнаружили, но приветливая девушка-официантка на наш вопрос о соусе, предложила 2 вида и сразу же принесла.|positive
27841|Интерьер|Interior|Интерьер неплохой, жалко только, что диванчики и плазменная панель только в зале для некурящих.|positive
27841|Обслуживание|Service|Обслуживание на 10, все вовремя, мило и с улыбкой.|positive
27841|местечко|Whole|Отлично, что появилось такое приятное местечко в нашем районе.|positive
3452|ресторане|Whole|Были в этом ресторане два раза.|neutral
3452|официант|Service|В первый раз работал хороший официант - все дружелюбно и быстро.|positive
3452|Кухня|Food|Кухня до итальянской не дотягивает - если только размером порции.|negative
3452|порции|Food|Кухня до итальянской не дотягивает - если только размером порции.|positive
3452|ресторана|Whole|Второе посещение этого ресторана очень разочаровало.|negative
3452|бизнес-ланчи|Food|Решили проверить, так ли хороши бизнес-ланчи, как про них говорили.|positive
3452|заказать|Service|Разочарование номер раз - заказать бизнес-ланч можно только, сидя внутри помещения.|negative
3452|бизнес-ланч|Food|Разочарование номер раз - заказать бизнес-ланч можно только, сидя внутри помещения.|neutral
3452|помещении|Interior|Пересели ) В помещении летом жарко.|negative
3452|бизнес-ланч|Food|Так как на нас не оказалось бриони и ланжин, то обслуживать начали сперва тех, кто эти прелести принес на себе ) Ну и заказать один бизнес-ланч, если ты пришел вдвоем нельзя (???)|negative
3452|порция|Food|То есть, когда у другого просто нет аппетита или порция для одного очень большая?|negative
3452|ресторан|Whole|Раньше мы рекомендовали друзьям посетить этот ресторан и сами хотели стать завсегдатаями.|positive
3452|ресторанчик|Whole|Обычный совковый ресторанчик с итальянским названием.|negative
3452|заведения|Whole|В Питере есть гораздо более достойные заведения с итальянской кухней и лучшим сервисом.|positive
3452|кухней|Food|В Питере есть гораздо более достойные заведения с итальянской кухней и лучшим сервисом.|positive
3452|сервисом|Service|В Питере есть гораздо более достойные заведения с итальянской кухней и лучшим сервисом.|positive
3452|менеджер|Service|И если менеджер этого ресторана читает мой отзыв - пусть примет к сведению ) Авось.|neutral
3452|ресторана|Whole|И если менеджер этого ресторана читает мой отзыв - пусть примет к сведению ) Авось.|neutral
38077|ресторане|Whole|Первое свидание с молодым человеком решили провести в этом ресторане (нам его рекомендовали).|neutral
38077|встретили|Service|При входе встретили, проводили до мест, предложили меню.|neutral
38077|проводили до мест|Service|При входе встретили, проводили до мест, предложили меню.|neutral
38077|предложили меню|Service|При входе встретили, проводили до мест, предложили меню.|neutral
38077|Интерьер|Interior|Интерьер понравился, светлое, уютное место, приятная итальянская музыка....романтикаааа!|positive
38077|место|Whole|Интерьер понравился, светлое, уютное место, приятная итальянская музыка....романтикаааа!|positive
38077|музыка|Interior|Интерьер понравился, светлое, уютное место, приятная итальянская музыка....романтикаааа!|positive
38077|пенне 4 сыра|Food|Заказывали: -пенне 4 сыра -спагетти карбонара -овощи на гриле -фокачча с прованскими травами и сыром пармезан - вино мне и спутнику моему водку (уже не помню, что брали) - чай с лимоном и чабрецом.|neutral
38077|спагетти карбонара|Food|Заказывали: -пенне 4 сыра -спагетти карбонара -овощи на гриле -фокачча с прованскими травами и сыром пармезан - вино мне и спутнику моему водку (уже не помню, что брали) - чай с лимоном и чабрецом.|neutral
38077|овощи на гриле|Food|Заказывали: -пенне 4 сыра -спагетти карбонара -овощи на гриле -фокачча с прованскими травами и сыром пармезан - вино мне и спутнику моему водку (уже не помню, что брали) - чай с лимоном и чабрецом.|neutral
38077|фокачча с прованскими травами и сыром пармезан|Food|Заказывали: -пенне 4 сыра -спагетти карбонара -овощи на гриле -фокачча с прованскими травами и сыром пармезан - вино мне и спутнику моему водку (уже не помню, что брали) - чай с лимоном и чабрецом.|neutral
38077|вино|Food|Заказывали: -пенне 4 сыра -спагетти карбонара -овощи на гриле -фокачча с прованскими травами и сыром пармезан - вино мне и спутнику моему водку (уже не помню, что брали) - чай с лимоном и чабрецом.|neutral
38077|водку|Food|Заказывали: -пенне 4 сыра -спагетти карбонара -овощи на гриле -фокачча с прованскими травами и сыром пармезан - вино мне и спутнику моему водку (уже не помню, что брали) - чай с лимоном и чабрецом.|neutral
38077|чай с лимоном и чабрецом|Food|Заказывали: -пенне 4 сыра -спагетти карбонара -овощи на гриле -фокачча с прованскими травами и сыром пармезан - вино мне и спутнику моему водку (уже не помню, что брали) - чай с лимоном и чабрецом.|neutral
38077|девушка|Service|Хотели взять ещё вкусностей, но девушка предупредила нас, что блюда сытные и всегда можно дозаказать.|positive
38077|блюда|Food|Хотели взять ещё вкусностей, но девушка предупредила нас, что блюда сытные и всегда можно дозаказать.|positive
38077|поварам|Food|Все оказалось очень вкусным, спасибо поварам!|positive
38077|Вино|Food|Вино оказалось волшебным!|positive
38077|послевкусием|Food|Вкусное лёгкое, с приятным послевкусием.|positive
38077|заведение|Whole|Но сие заведение посетим снова!)|positive
32040|ресторан|Whole|Хороший ресторан с неплохим обслуживанием.|positive
32040|обслуживанием|Service|Хороший ресторан с неплохим обслуживанием.|positive
32040|интерьер|Interior|Уютный интерьер в итальянском стиле, вежливые и внимательные девушки официанты, приятная музыка без бум-бумов.|positive
32040|девушки официанты|Service|Уютный интерьер в итальянском стиле, вежливые и внимательные девушки официанты, приятная музыка без бум-бумов.|positive
32040|музыка|Interior|Уютный интерьер в итальянском стиле, вежливые и внимательные девушки официанты, приятная музыка без бум-бумов.|positive
32040|Кухня|Food|Кухня – не плохая, хотя, некоторые блюда, были приготовлены не по правилам.|positive
32040|блюда|Food|Кухня – не плохая, хотя, некоторые блюда, были приготовлены не по правилам.|negative
32040|ресторане|Interior|Оба раза, когда мы были в ресторане, параллельно с нами было занято лишь 2-3 столика.|neutral
32040|Ресторан|Whole|Ресторан хорошо подходит для романтического ужина.|positive
32040|цене|Price|По цене: ужин на двоих обходится где-то 2000р|neutral
32040|ужин|Food|По цене: ужин на двоих обходится где-то 2000р|neutral
26887|заведение|Whole|До недавнего времени регулярно с коллегами посещали это заведение.|positive
26887|кухня|Food|Но в последнее время и кухня и обслуживание ухудшились: то суши были настолько солеными, что есть их было невозможно, то пирожок к первому блюду был подан после того, как само первое было съедено.|negative
26887|обслуживание|Service|Но в последнее время и кухня и обслуживание ухудшились: то суши были настолько солеными, что есть их было невозможно, то пирожок к первому блюду был подан после того, как само первое было съедено.|negative
26887|суши|Food|Но в последнее время и кухня и обслуживание ухудшились: то суши были настолько солеными, что есть их было невозможно, то пирожок к первому блюду был подан после того, как само первое было съедено.|negative
26887|пирожок к первому блюду|Food|Но в последнее время и кухня и обслуживание ухудшились: то суши были настолько солеными, что есть их было невозможно, то пирожок к первому блюду был подан после того, как само первое было съедено.|neutral
26887|кулеш|Food|А сегодня заказали кулеш.|neutral
26887|Блюдо|Food|Блюдо из рядового меню, без изысков.|neutral
26887|официантку|Service|Через 20 минут ожидания спросили официантку Любовь о том, скоро ли будет подан суп.|negative
26887|суп|Food|Через 20 минут ожидания спросили официантку Любовь о том, скоро ли будет подан суп.|neutral
26887|суп|Food|Книгу принесли довольно быстро, а еще через 5 минут - суп, кушать который уже не было желания.|neutral
26887|управляющего|Service|Попросили подойти к нам или управляющего или другого администратора.|negative
26887|администратора|Service|Попросили подойти к нам или управляющего или другого администратора.|negative
26887|девушка|Service|Через пять минут подошла девушка, которая не представившись спросила о наших претензиях.|negative
26887|клиентов|Service|На наше замечание о том, что порцию супа мы были вынуждены ждать около получаса, последовало не извинение, а фраза о том, что много клиентов.|negative
26887|персонала|Service|Для ресторана такого уровня не допустимо, чтобы расхлябанность и неисполнительность персонала сказывались на общем впечатлении о заведении.|negative
26887|заведении|Whole|Для ресторана такого уровня не допустимо, чтобы расхлябанность и неисполнительность персонала сказывались на общем впечатлении о заведении.|negative
35613|обслуживание|Service|Очень не понравилось обслуживание!|negative
35613|заказали|Service|Были вчера вечером, заказали, принесли достаточно быстро, но вот потом про нас как-будто забыли, мы допили напитки и хотели повторить их, но к нам пол часа никто не подходил, официанты бегали мимо, но в нашу сторону даже не смотрели, несмотря на то, что мы всеми силами пытались обратить на себя внимание.К слову, в зале было совсем немного столов.....В итоге мне пришлось подойти к барной стойке и позвать кого-нибудь.|neutral
35613|официанты|Service|Были вчера вечером, заказали, принесли достаточно быстро, но вот потом про нас как-будто забыли, мы допили напитки и хотели повторить их, но к нам пол часа никто не подходил, официанты бегали мимо, но в нашу сторону даже не смотрели, несмотря на то, что мы всеми силами пытались обратить на себя внимание.К слову, в зале было совсем немного столов.....В итоге мне пришлось подойти к барной стойке и позвать кого-нибудь.|negative
35613|гостями|Service|"Удивило также то, что с гостями в ""Плюшкине"" не прощаются."|negative
35613|сервиса|Service|Резкий контраст плохого сервиса и очень вкусной кухни и уютного интерьера....!!!|negative
35613|кухни|Food|Резкий контраст плохого сервиса и очень вкусной кухни и уютного интерьера....!!!|positive
35613|интерьера|Interior|Резкий контраст плохого сервиса и очень вкусной кухни и уютного интерьера....!!!|positive
37220|Кухня|Food|Кухня супер, спасибо поварам, интерьер приятный, ходим на фонарный уже более 5 лет.|positive
37220|поварам|Food|Кухня супер, спасибо поварам, интерьер приятный, ходим на фонарный уже более 5 лет.|positive
37220|интерьер|Interior|Кухня супер, спасибо поварам, интерьер приятный, ходим на фонарный уже более 5 лет.|positive
37220|девушки|Service|Но последний раз, хамство девушки ,которая раньше работала официанткой,а сейчас видимо менеджер,вообще отбило все желание приходить.|negative
37220|официанткой|Service|Но последний раз, хамство девушки ,которая раньше работала официанткой,а сейчас видимо менеджер,вообще отбило все желание приходить.|negative
37220|менеджер|Service|Но последний раз, хамство девушки ,которая раньше работала официанткой,а сейчас видимо менеджер,вообще отбило все желание приходить.|negative
37220|тан жен|Whole|Мы остались там в тот вечер так как любим тан жен и его кухню, но после этого раза желания приходить не было ни у кого.|both
37220|кухню|Food|Мы остались там в тот вечер так как любим тан жен и его кухню, но после этого раза желания приходить не было ни у кого.|positive
37220|гостями|Service|Неужели вы считаете правильным так разговаривать с вашими гостями, неужели у вас в ресторане менеджер а не хозяин принимает решение кто здесь будет есть а кто нет ?|negative
37220|менеджер|Service|Неужели вы считаете правильным так разговаривать с вашими гостями, неужели у вас в ресторане менеджер а не хозяин принимает решение кто здесь будет есть а кто нет ?|negative
31004|Интерьер|Interior|Ладно... Не нервничаем... Доброжелательные такие, праздник всё-таки... Интерьер интересный.|positive
31004|блюда|Food|Заказываем блюда, названий не помню (я - что-то из курицы, муж захотел попробовать конину).|neutral
31004|курицы|Food|Заказываем блюда, названий не помню (я - что-то из курицы, муж захотел попробовать конину).|neutral
31004|конину|Food|Заказываем блюда, названий не помню (я - что-то из курицы, муж захотел попробовать конину).|neutral
31004|Горячее|Food|Горячее готовилось минут 10... быстро - не спорю, но КАК за 10 минут можно приготовить конину?|negative
31004|конину|Food|Горячее готовилось минут 10... быстро - не спорю, но КАК за 10 минут можно приготовить конину?|negative
31004|блюда|Food|Было полное ощущение и от вида и от вкуса, что блюда стояли уже пару суток и были просто разогреты в микроволновке.|negative
31004|соли|Food|Никакой соли, никаких специй, совершенно пресная еда (хотя, не спорю, кто-то любит и так, но официанты могли бы предупредить и поставить на стол побольше специй)!|negative
31004|специй|Food|Никакой соли, никаких специй, совершенно пресная еда (хотя, не спорю, кто-то любит и так, но официанты могли бы предупредить и поставить на стол побольше специй)!|negative
31004|пресная|Food|Никакой соли, никаких специй, совершенно пресная еда (хотя, не спорю, кто-то любит и так, но официанты могли бы предупредить и поставить на стол побольше специй)!|negative
31004|еда|Food|Никакой соли, никаких специй, совершенно пресная еда (хотя, не спорю, кто-то любит и так, но официанты могли бы предупредить и поставить на стол побольше специй)!|negative
31004|официанты|Service|Никакой соли, никаких специй, совершенно пресная еда (хотя, не спорю, кто-то любит и так, но официанты могли бы предупредить и поставить на стол побольше специй)!|negative
31004|Сервировано|Service|Сервировано просто никак.|negative
31004|Доесть|Food|Доесть не смогли.|negative
31004|салат из зелени и овощей|Food|Самым съедобным оказался салат из зелени и овощей, согласитесь, сложно испортить.|positive
31004|Цены|Price|Цены в общем, средние,но при такой кухне совершенно неоправданные.|negative
31004|кухне|Food|Цены в общем, средние,но при такой кухне совершенно неоправданные.|negative
5648|персонал|Service|Ужасный персонал на Невском пр-те 22, особенно если сидеть у окна (некурящих).|negative
5648|официанты|Service|Там всегда обслуживают новые официанты, плохо знающие меню.|negative
5648|знающие меню|Service|Там всегда обслуживают новые официанты, плохо знающие меню.|negative
5648|официанты|Service|Хотя должен отметить, что не все официанты такие, есть всегда вежливые, хорошо обученные.|both
5648|девченки|Service|И девченки что на входе всегда очень аккуратно относятся к клиентам.|positive
5648|относятся к клиентам|Service|И девченки что на входе всегда очень аккуратно относятся к клиентам.|positive
5648|сервиса|Service|Судя по оценкам сервиса, я не единственный.|negative
5648|Ребята|Service|Ребята если Вам сложно кормить людей в обед, пожалуйста не делайте этого.|negative
7079|закусок|Food|Возможно мне не посчастливилось, но ни один из написанных комментариев не был похож хоть толикой на то, что удалось увидеть мне.... Мы с другом ожидая своих друзей, которые еще не подъехали, решили взять пару закусок - салями и оливки.|neutral
7079|салями|Food|Возможно мне не посчастливилось, но ни один из написанных комментариев не был похож хоть толикой на то, что удалось увидеть мне.... Мы с другом ожидая своих друзей, которые еще не подъехали, решили взять пару закусок - салями и оливки.|neutral
7079|оливки|Food|Возможно мне не посчастливилось, но ни один из написанных комментариев не был похож хоть толикой на то, что удалось увидеть мне.... Мы с другом ожидая своих друзей, которые еще не подъехали, решили взять пару закусок - салями и оливки.|neutral
7079|официанта|Service|Прошло минут десять... нам ничего не принесли, подозвав официанта, мы попросили чай.|negative
7079|официанты|Service|Прошло еще минут пять..... закусками так и не пахло.... Нам уже стало казаться, что готовят официанты все сами... я подозвала официанта и сказала, что мы думаем уже пойти.... после чего через 4 минуты появилась салями.... я мяса не ем, потому пробовать не стала, друг сказал, что салями неплохая.|negative
7079|официанта|Service|Прошло еще минут пять..... закусками так и не пахло.... Нам уже стало казаться, что готовят официанты все сами... я подозвала официанта и сказала, что мы думаем уже пойти.... после чего через 4 минуты появилась салями.... я мяса не ем, потому пробовать не стала, друг сказал, что салями неплохая.|negative
7079|салями|Food|Прошло еще минут пять..... закусками так и не пахло.... Нам уже стало казаться, что готовят официанты все сами... я подозвала официанта и сказала, что мы думаем уже пойти.... после чего через 4 минуты появилась салями.... я мяса не ем, потому пробовать не стала, друг сказал, что салями неплохая.|neutral
7079|салями|Food|Прошло еще минут пять..... закусками так и не пахло.... Нам уже стало казаться, что готовят официанты все сами... я подозвала официанта и сказала, что мы думаем уже пойти.... после чего через 4 минуты появилась салями.... я мяса не ем, потому пробовать не стала, друг сказал, что салями неплохая.|positive
7079|чай|Food|Через 3 минуты принесли чай... и когда нам его давали, я попросила счет.|neutral
7079|ресторан|Whole|Ходить в этот ресторан не рекомендую.....|negative
35635|ресторан 'Хутор Водограй'|Whole|Давно хотела написать, да все как-то не было времени, только сейчас пишу... Несколько лет посещаем ресторан 'Хутор Водограй'.|neutral
35635|кухня|Food|Всегда все нравилось, и кухня, и обслуживание, атмосфера и настроение в ресторане.|positive
35635|обслуживание|Service|Всегда все нравилось, и кухня, и обслуживание, атмосфера и настроение в ресторане.|positive
35635|атмосфера|Interior|Всегда все нравилось, и кухня, и обслуживание, атмосфера и настроение в ресторане.|positive
35635|настроение|Interior|Всегда все нравилось, и кухня, и обслуживание, атмосфера и настроение в ресторане.|positive
35635|украинский колорит|Interior|Всегда чувствовался украинский колорит!|positive
35635|руководителей|Service|Очень бы хотелось, поинтересоваться у руководителей, считают ли они это допустимым, при условии, что ресторан высокого уровня?!!|negative
35635|официант|Service|Далее к нам подошел официант, который как мне показалось, меню даже не открывал, в отличии меня, изучившей его за 20 минут ожидания!|negative
35635|поели|Food|Сделали заказ, поели с горем пополам.|negative
35635|пирожков|Food|С собой решили взять любимых наших пирожков, зная, что они ручной работы, и хоть как-то поднять себе настроение.|positive
35635|рестораном|Whole|К сожалению, мы так и не поняли, что происходит с рестораном, жаль, что должного уровня уже нет и придется искать новый любимый ресторан.|negative
35635|ресторан|Whole|К сожалению, мы так и не поняли, что происходит с рестораном, жаль, что должного уровня уже нет и придется искать новый любимый ресторан.|positive
11267|месте|Whole|Давно не была в таком ужасном месте.|negative
11267|Обслуживание|Service|"Обслуживание просто ни в какие рамки не лезет, офицантки просто не обращают на тебя никакого внимания, а если уж все-таки удастся кого-нибудь поймать, то на тебя смотрят с таким выражением лица.. ""ах, вам еще и принести что-то надо...""."|negative
11267|офицантки|Service|"Обслуживание просто ни в какие рамки не лезет, офицантки просто не обращают на тебя никакого внимания, а если уж все-таки удастся кого-нибудь поймать, то на тебя смотрят с таким выражением лица.. ""ах, вам еще и принести что-то надо...""."|negative
11267|выражением лица|Service|"Обслуживание просто ни в какие рамки не лезет, офицантки просто не обращают на тебя никакого внимания, а если уж все-таки удастся кого-нибудь поймать, то на тебя смотрят с таким выражением лица.. ""ах, вам еще и принести что-то надо...""."|negative
